artifact,experiment,book,model,env_tag,host,backend,ctx,parallel,kv,arm,n,correct,accuracy_pct,validation,dirty,commit,elapsed_s,finished,endpoint
reasoning_check__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,reasoning_check,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,reasoned,162,67,41.4,ok,False,eff60648,2902.2,07-29 04:14,http://127.0.0.1:8090/v1
reexamine__qwen__qwen3-14b.json,reexamine,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,baseline,139,69,49.6,ok,True,b1b783d6,2737.5,07-27 03:43,http://localhost:1234/v1
reexamine__qwen__qwen3-14b.json,reexamine,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,voting,139,69,49.6,ok,True,b1b783d6,2737.5,07-27 03:43,http://localhost:1234/v1
reexamine__qwen__qwen3-14b.json,reexamine,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,narration,139,48,34.5,ok,True,b1b783d6,2737.5,07-27 03:43,http://localhost:1234/v1
reexamine__qwen__qwen3-14b.json,reexamine,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,narrator,139,72,51.8,ok,True,b1b783d6,2737.5,07-27 03:43,http://localhost:1234/v1
reexamine__qwen__qwen3-14b.json,reexamine,mushoku16,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,prose,139,66,47.5,ok,True,b1b783d6,2737.5,07-27 03:43,http://localhost:1234/v1
roster_quality__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,roster_quality,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,generated,385,327,84.9,ok,False,,8051.1,07-29 22:34,http://127.0.0.1:8090/v1
roster_quality__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,roster_quality,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,augmented,385,330,85.7,ok,False,,8051.1,07-29 22:34,http://127.0.0.1:8090/v1
roster_quality__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,roster_quality,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,gold,385,323,83.9,ok,False,,8051.1,07-29 22:34,http://127.0.0.1:8090/v1
roster_quality__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,roster_quality,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,inflated,385,322,83.6,ok,False,,8051.1,07-29 22:34,http://127.0.0.1:8090/v1
roster_quality__grimgar03__qwen__qwen3-14b__local-llamacpp.json,roster_quality,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,generated,385,230,59.7,ok,True,eff60648,4837.9,07-29 13:12,http://127.0.0.1:8090/v1
roster_quality__grimgar03__qwen__qwen3-14b__local-llamacpp.json,roster_quality,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,augmented,385,245,63.6,ok,True,eff60648,4837.9,07-29 13:12,http://127.0.0.1:8090/v1
roster_quality__grimgar03__qwen__qwen3-14b__local-llamacpp.json,roster_quality,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,gold,385,237,61.6,ok,True,eff60648,4837.9,07-29 13:12,http://127.0.0.1:8090/v1
roster_quality__grimgar03__qwen__qwen3-14b__local-llamacpp.json,roster_quality,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,inflated,385,235,61.0,ok,True,eff60648,4837.9,07-29 13:12,http://127.0.0.1:8090/v1
roster_quality__index18__llama-3.3-70b__thunder-a6000-70b.json,roster_quality,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,generated,92,74,80.4,ok,False,,7535.3,07-30 13:18,http://127.0.0.1:8090/v1
roster_quality__index18__llama-3.3-70b__thunder-a6000-70b.json,roster_quality,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,augmented,92,73,79.3,ok,False,,7535.3,07-30 13:18,http://127.0.0.1:8090/v1
roster_quality__index18__llama-3.3-70b__thunder-a6000-70b.json,roster_quality,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,gold,92,76,82.6,ok,False,,7535.3,07-30 13:18,http://127.0.0.1:8090/v1
roster_quality__index18__llama-3.3-70b__thunder-a6000-70b.json,roster_quality,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,inflated,92,73,79.3,ok,False,,7535.3,07-30 13:18,http://127.0.0.1:8090/v1
roster_quality__index18__qwen__qwen3-14b__local-llamacpp.json,roster_quality,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,generated,92,62,67.4,ok,True,fe025a5f,2056.7,07-29 14:33,http://127.0.0.1:8090/v1
roster_quality__index18__qwen__qwen3-14b__local-llamacpp.json,roster_quality,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,augmented,92,66,71.7,ok,True,fe025a5f,2056.7,07-29 14:33,http://127.0.0.1:8090/v1
roster_quality__index18__qwen__qwen3-14b__local-llamacpp.json,roster_quality,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,gold,92,64,69.6,ok,True,fe025a5f,2056.7,07-29 14:33,http://127.0.0.1:8090/v1
roster_quality__index18__qwen__qwen3-14b__local-llamacpp.json,roster_quality,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,inflated,92,61,66.3,ok,True,fe025a5f,2056.7,07-29 14:33,http://127.0.0.1:8090/v1
roster_quality__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,roster_quality,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,generated,133,92,69.2,ok,False,,4930.5,07-29 23:56,http://127.0.0.1:8090/v1
roster_quality__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,roster_quality,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,augmented,133,92,69.2,ok,False,,4930.5,07-29 23:56,http://127.0.0.1:8090/v1
roster_quality__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,roster_quality,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,gold,133,93,69.9,ok,False,,4930.5,07-29 23:56,http://127.0.0.1:8090/v1
roster_quality__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,roster_quality,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,inflated,133,91,68.4,ok,False,,4930.5,07-29 23:56,http://127.0.0.1:8090/v1
roster_quality__mushoku16__qwen__qwen3-14b__local-llamacpp.json,roster_quality,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,generated,133,65,48.9,ok,True,fe025a5f,2800.3,07-29 13:58,http://127.0.0.1:8090/v1
roster_quality__mushoku16__qwen__qwen3-14b__local-llamacpp.json,roster_quality,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,augmented,133,69,51.9,ok,True,fe025a5f,2800.3,07-29 13:58,http://127.0.0.1:8090/v1
roster_quality__mushoku16__qwen__qwen3-14b__local-llamacpp.json,roster_quality,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,gold,133,65,48.9,ok,True,fe025a5f,2800.3,07-29 13:58,http://127.0.0.1:8090/v1
roster_quality__mushoku16__qwen__qwen3-14b__local-llamacpp.json,roster_quality,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,inflated,133,64,48.1,ok,True,fe025a5f,2800.3,07-29 13:58,http://127.0.0.1:8090/v1
roster_quality__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,roster_quality,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,generated,162,66,40.7,ok,True,fe025a5f,7321.2,07-29 16:35,http://127.0.0.1:8090/v1
roster_quality__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,roster_quality,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,augmented,162,73,45.1,ok,True,fe025a5f,7321.2,07-29 16:35,http://127.0.0.1:8090/v1
roster_quality__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,roster_quality,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,gold,162,69,42.6,ok,True,fe025a5f,7321.2,07-29 16:35,http://127.0.0.1:8090/v1
roster_quality__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,roster_quality,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,inflated,162,50,30.9,ok,True,fe025a5f,7321.2,07-29 16:35,http://127.0.0.1:8090/v1
roster_warmup.json,roster_warmup,mushoku16,qwen3.5-9b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,32768,1,f16?,incremental,139,38,27.3,ok,False,af6ded1d,1039.6,07-26 12:51,http://localhost:1234/v1
roster_warmup.json,roster_warmup,mushoku16,qwen3.5-9b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,32768,1,f16?,warm,139,45,32.4,ok,False,af6ded1d,1039.6,07-26 12:51,http://localhost:1234/v1
roster_warmup.json,roster_warmup,mushoku16,qwen3.5-9b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,32768,1,f16?,oracle,139,49,35.3,ok,False,af6ded1d,1039.6,07-26 12:51,http://localhost:1234/v1
roster_warmup__ministral-3-14b-instruct-2512.json,roster_warmup,mushoku16,ministral-3-14b-instruct-2512,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,incremental,139,57,41.0,ok,False,beb2400a,8408.8,07-26 18:01,http://localhost:1234/v1
roster_warmup__ministral-3-14b-instruct-2512.json,roster_warmup,mushoku16,ministral-3-14b-instruct-2512,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,warm,139,62,44.6,ok,False,beb2400a,8408.8,07-26 18:01,http://localhost:1234/v1
roster_warmup__ministral-3-14b-instruct-2512.json,roster_warmup,mushoku16,ministral-3-14b-instruct-2512,local-lmstudio,mitch-linux,lmstudio,16384,1,f16?,oracle,139,65,46.8,ok,False,beb2400a,8408.8,07-26 18:01,http://localhost:1234/v1
scene_cast__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,scene_cast,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,full,385,330,85.7,ok,False,,6197.0,07-30 05:35,http://127.0.0.1:8090/v1
scene_cast__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,scene_cast,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,scene,385,327,84.9,ok,False,,6197.0,07-30 05:35,http://127.0.0.1:8090/v1
scene_cast__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,scene_cast,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,scene+2,385,334,86.8,ok,False,,6197.0,07-30 05:35,http://127.0.0.1:8090/v1
scene_cast__grimgar03__qwen__qwen3-14b__local-llamacpp-look1.json,scene_cast,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,full,385,245,63.6,ok,True,fe025a5f,2178.2,07-29 21:36,http://127.0.0.1:8090/v1
scene_cast__grimgar03__qwen__qwen3-14b__local-llamacpp-look1.json,scene_cast,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene,385,254,66.0,ok,True,fe025a5f,2178.2,07-29 21:36,http://127.0.0.1:8090/v1
scene_cast__grimgar03__qwen__qwen3-14b__local-llamacpp-look1.json,scene_cast,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene+2,385,252,65.5,ok,True,fe025a5f,2178.2,07-29 21:36,http://127.0.0.1:8090/v1
scene_cast__grimgar03__qwen__qwen3-14b__local-llamacpp-look6.json,scene_cast,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,full,385,245,63.6,ok,True,fe025a5f,2284.5,07-29 22:14,http://127.0.0.1:8090/v1
scene_cast__grimgar03__qwen__qwen3-14b__local-llamacpp-look6.json,scene_cast,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene,385,240,62.3,ok,True,fe025a5f,2284.5,07-29 22:14,http://127.0.0.1:8090/v1
scene_cast__grimgar03__qwen__qwen3-14b__local-llamacpp-look6.json,scene_cast,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene+2,385,243,63.1,ok,True,fe025a5f,2284.5,07-29 22:14,http://127.0.0.1:8090/v1
scene_cast__grimgar03__qwen__qwen3-14b__local-llamacpp.json,scene_cast,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,full,385,254,66.0,ok,True,fe025a5f,2094.8,07-29 19:04,http://127.0.0.1:8090/v1
scene_cast__grimgar03__qwen__qwen3-14b__local-llamacpp.json,scene_cast,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene,385,243,63.1,ok,True,fe025a5f,2094.8,07-29 19:04,http://127.0.0.1:8090/v1
scene_cast__grimgar03__qwen__qwen3-14b__local-llamacpp.json,scene_cast,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene+2,385,245,63.6,ok,True,fe025a5f,2094.8,07-29 19:04,http://127.0.0.1:8090/v1
scene_cast__index18__llama-3.3-70b__thunder-a6000-70b.json,scene_cast,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,full,92,75,81.5,ok,False,,5653.6,07-30 08:16,http://127.0.0.1:8090/v1
scene_cast__index18__llama-3.3-70b__thunder-a6000-70b.json,scene_cast,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,scene,92,74,80.4,ok,False,,5653.6,07-30 08:16,http://127.0.0.1:8090/v1
scene_cast__index18__llama-3.3-70b__thunder-a6000-70b.json,scene_cast,index18,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,scene+2,92,74,80.4,ok,False,,5653.6,07-30 08:16,http://127.0.0.1:8090/v1
scene_cast__index18__qwen__qwen3-14b__local-llamacpp.json,scene_cast,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,full,92,66,71.7,ok,True,fe025a5f,1518.9,07-29 19:58,http://127.0.0.1:8090/v1
scene_cast__index18__qwen__qwen3-14b__local-llamacpp.json,scene_cast,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene,92,63,68.5,ok,True,fe025a5f,1518.9,07-29 19:58,http://127.0.0.1:8090/v1
scene_cast__index18__qwen__qwen3-14b__local-llamacpp.json,scene_cast,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene+2,92,63,68.5,ok,True,fe025a5f,1518.9,07-29 19:58,http://127.0.0.1:8090/v1
scene_cast__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,scene_cast,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,full,133,92,69.2,ok,False,,4011.9,07-30 06:42,http://127.0.0.1:8090/v1
scene_cast__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,scene_cast,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,scene,133,83,62.4,ok,False,,4011.9,07-30 06:42,http://127.0.0.1:8090/v1
scene_cast__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,scene_cast,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,scene+2,133,94,70.7,ok,False,,4011.9,07-30 06:42,http://127.0.0.1:8090/v1
scene_cast__mushoku16__qwen__qwen3-14b__local-llamacpp-look6.json,scene_cast,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,full,133,69,51.9,ok,True,fe025a5f,1690.7,07-29 22:42,http://127.0.0.1:8090/v1
scene_cast__mushoku16__qwen__qwen3-14b__local-llamacpp-look6.json,scene_cast,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene,133,69,51.9,ok,True,fe025a5f,1690.7,07-29 22:42,http://127.0.0.1:8090/v1
scene_cast__mushoku16__qwen__qwen3-14b__local-llamacpp-look6.json,scene_cast,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene+2,133,70,52.6,ok,True,fe025a5f,1690.7,07-29 22:42,http://127.0.0.1:8090/v1
scene_cast__mushoku16__qwen__qwen3-14b__local-llamacpp.json,scene_cast,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,full,133,69,51.9,ok,True,fe025a5f,1714.3,07-29 19:32,http://127.0.0.1:8090/v1
scene_cast__mushoku16__qwen__qwen3-14b__local-llamacpp.json,scene_cast,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene,133,70,52.6,ok,True,fe025a5f,1714.3,07-29 19:32,http://127.0.0.1:8090/v1
scene_cast__mushoku16__qwen__qwen3-14b__local-llamacpp.json,scene_cast,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene+2,133,69,51.9,ok,True,fe025a5f,1714.3,07-29 19:32,http://127.0.0.1:8090/v1
scene_cast__owarimonogatari3__llama-3.3-70b__thunder-a6000-70b.json,scene_cast,owarimonogatari3,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,full,162,104,64.2,ok,False,,7587.4,07-30 10:23,http://127.0.0.1:8090/v1
scene_cast__owarimonogatari3__llama-3.3-70b__thunder-a6000-70b.json,scene_cast,owarimonogatari3,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,scene,162,89,54.9,ok,False,,7587.4,07-30 10:23,http://127.0.0.1:8090/v1
scene_cast__owarimonogatari3__llama-3.3-70b__thunder-a6000-70b.json,scene_cast,owarimonogatari3,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,scene+2,162,101,62.3,ok,False,,7587.4,07-30 10:23,http://127.0.0.1:8090/v1
scene_cast__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,scene_cast,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,full,162,73,45.1,ok,True,fe025a5f,3728.1,07-29 21:00,http://127.0.0.1:8090/v1
scene_cast__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,scene_cast,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene,162,63,38.9,ok,True,fe025a5f,3728.1,07-29 21:00,http://127.0.0.1:8090/v1
scene_cast__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,scene_cast,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,scene+2,162,66,40.7,ok,True,fe025a5f,3728.1,07-29 21:00,http://127.0.0.1:8090/v1
tag_priority__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,tag_priority,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,baseline,396,327,82.6,ok,False,,4007.5,07-29 19:40,http://127.0.0.1:8090/v1
tag_priority__grimgar03__llama-3.3-70b__thunder-a6000-70b.json,tag_priority,grimgar03,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,tagfirst,396,328,82.8,ok,False,,4007.5,07-29 19:40,http://127.0.0.1:8090/v1
tag_priority__grimgar03__mistralai__magistral-small__local-llamacpp.json,tag_priority,grimgar03,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,baseline,396,280,70.7,ok,True,eff60648,2667.2,07-29 11:51,http://127.0.0.1:8090/v1
tag_priority__grimgar03__mistralai__magistral-small__local-llamacpp.json,tag_priority,grimgar03,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,tagfirst,396,273,68.9,ok,True,eff60648,2667.2,07-29 11:51,http://127.0.0.1:8090/v1
tag_priority__grimgar03__qwen__qwen3-14b__local-llamacpp-rep1.json,tag_priority,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,baseline,396,251,63.4,ok,False,04a69e4c,1803.9,07-29 00:07,http://127.0.0.1:8090/v1
tag_priority__grimgar03__qwen__qwen3-14b__local-llamacpp-rep1.json,tag_priority,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,tagfirst,396,247,62.4,ok,False,04a69e4c,1803.9,07-29 00:07,http://127.0.0.1:8090/v1
tag_priority__grimgar03__qwen__qwen3-14b__local-llamacpp-rep2.json,tag_priority,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,baseline,396,247,62.4,ok,False,04a69e4c,1782.1,07-29 00:37,http://127.0.0.1:8090/v1
tag_priority__grimgar03__qwen__qwen3-14b__local-llamacpp-rep2.json,tag_priority,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,tagfirst,396,247,62.4,ok,False,04a69e4c,1782.1,07-29 00:37,http://127.0.0.1:8090/v1
tag_priority__grimgar03__qwen__qwen3-14b__local-llamacpp-rep3.json,tag_priority,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,baseline,396,247,62.4,ok,False,04a69e4c,1781.9,07-29 01:07,http://127.0.0.1:8090/v1
tag_priority__grimgar03__qwen__qwen3-14b__local-llamacpp-rep3.json,tag_priority,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,tagfirst,396,247,62.4,ok,False,04a69e4c,1781.9,07-29 01:07,http://127.0.0.1:8090/v1
tag_priority__grimgar03__qwen__qwen3-14b__local-llamacpp.json,tag_priority,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,baseline,400,226,56.5,ok,True,b2c6ae71,1887.0,07-28 16:34,http://127.0.0.1:8090/v1
tag_priority__grimgar03__qwen__qwen3-14b__local-llamacpp.json,tag_priority,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,tagfirst,400,252,63.0,ok,True,b2c6ae71,1887.0,07-28 16:34,http://127.0.0.1:8090/v1
tag_priority__index18__mistralai__magistral-small__local-llamacpp.json,tag_priority,index18,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,baseline,99,68,68.7,ok,True,eff60648,1642.5,07-29 11:06,http://127.0.0.1:8090/v1
tag_priority__index18__mistralai__magistral-small__local-llamacpp.json,tag_priority,index18,mistralai/magistral-small,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,tagfirst,99,64,64.6,ok,True,eff60648,1642.5,07-29 11:06,http://127.0.0.1:8090/v1
tag_priority__index18__qwen__qwen3-14b__local-llamacpp.json,tag_priority,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,baseline,99,64,64.6,ok,False,e9c9d008,913.0,07-28 19:47,http://127.0.0.1:8090/v1
tag_priority__index18__qwen__qwen3-14b__local-llamacpp.json,tag_priority,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,tagfirst,99,65,65.7,ok,False,e9c9d008,913.0,07-28 19:47,http://127.0.0.1:8090/v1
tag_priority__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,tag_priority,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,baseline,136,92,67.6,ok,False,,2362.9,07-29 20:20,http://127.0.0.1:8090/v1
tag_priority__mushoku16__llama-3.3-70b__thunder-a6000-70b.json,tag_priority,mushoku16,llama-3.3-70b,cloud-a6000-llamacpp-cuda,instance-lho3lk5l-main,llama.cpp-cuda on-instance,16384,1,q8_0,tagfirst,136,90,66.2,ok,False,,2362.9,07-29 20:20,http://127.0.0.1:8090/v1
tag_priority__mushoku16__qwen__qwen3-14b__local-llamacpp.json,tag_priority,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,baseline,139,71,51.1,ok,True,1d5078f7,1073.2,07-28 16:52,http://127.0.0.1:8090/v1
tag_priority__mushoku16__qwen__qwen3-14b__local-llamacpp.json,tag_priority,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,tagfirst,139,63,45.3,ok,True,1d5078f7,1073.2,07-28 16:52,http://127.0.0.1:8090/v1
